GeneID	GeneSymbol
54979	HRASLS2
5516	PPP2CB
55193	PBRM1
55259	CASC1
5527	PPP2R5C
55275	VPS53
5533	PPP3CC
55450	CAMK2N1
55654	TMEM127
5573	PRKAR1A
55748	CNDP2
5579	PRKCB
55799	CACNA2D3
5580	PRKCD
5581	PRKCE
55901	THSD1
55966	AJAP1
5602	MAPK10
5625	PRODH
563	AZGP1
5655	KLK10
56849	TCEAL7
56925	LXN
56940	DUSP22
56981	PRDM11
56998	CTNNBIP1
56999	ADAMTS9
57107	PDSS2
57142	RTN4
5727	PTCH1
5728	PTEN
5729	PTGDR
57447	NDRG2
57509	MTUS1
57531	HACE1
57575	PCDH10
57599	WDR48
57659	ZBTB4
5770	PTPN1
57758	SCUBE2
5777	PTPN6
5781	PTPN11
5782	PTPN12
5783	PTPN13
57863	CADM3
5788	PTPRC
5789	PTPRD
5795	PTPRJ
5796	PTPRK
58189	WFDC1
5906	RAP1A
5915	RARB
5920	RARRES3
5925	RB1
59269	HIVEP3
5934	RBL2
5947	RBP1
60401	EDA2R
6041	RNASEL
6050	RNH1
6091	ROBO1
6196	RPS6KA2
6297	SALL2
6387	CXCL12
6392	SDHD
6405	SEMA3F
64101	LRRC4
6416	MAP2K4
6422	SFRP1
6425	SFRP5
64478	CSMD1
64651	CSRNP1
650	BMP2
65009	NDRG4
652	BMP4
657	BMPR1A
659	BMPR2
6595	SMARCA2
6648	SOD2
665	BNIP3L
6672	SP100
6678	SPARC
6688	SPI1
6711	SPTBN1
6767	ST13
6774	STAT3
6776	STAT5A
678	ZFP36L2
6793	STK10
6794	STK11
6850	SYK
6876	TAGLN
688	KLF5
6910	TBX5
6924	TCEB3
6925	TCF4
6934	TCF7L2
695	BTK
6997	TDGF1
7040	TGFB1
7044	LEFTY2
7048	TGFBR2
7049	TGFBR3
7053	TGM3
7056	THBD
7057	THBS1
7067	THRA
7068	THRB
7071	KLF10
7078	TIMP3
7128	TNFAIP3
7159	TP53BP2
7182	NR2C2
7248	TSC1
7405	UVRAG
7431	VIM
7447	VSNL1
7462	LAT2
7474	WNT5A
7476	WNT7A
7481	WNT11
7538	ZFP36
7704	ZBTB16
7739	ZNF185
7791	ZYX
7799	PRDM2
7832	BTG2
7869	SEMA3B
7879	RAB7A
78986	DUSP26
79026	AHNAK
79192	IRX1
79365	BHLHE41
79626	TNFAIP8L2
79633	FAT4
79648	MCPH1
79798	ARMC5
7982	ST7
79930	DOK3
80012	PHC3
80013	FAM188A
8013	NR4A3
8031	NCOA4
8100	IFT88
81848	SPRY4
822	CAPG
8313	AXIN2
83593	RASSF5
83595	SOX7
83742	MARVELD1
838	CASP5
83989	FAM172A
8404	SPARCL1
8405	SPOP
8406	SRPX
84152	PPP1R1B
84289	ING5
8431	NR0B2
8434	RECK
84417	C2orf40
84525	HOPX
847	CAT
84707	BEX2
84872	ZC3H10
84879	MFSD2A
84897	TBRG1
85403	EAF1
85480	TSLP
8554	PIAS1
8567	MADD
857	CAV1
8626	TP63
863	CBFA2T3
8633	UNC5C
864	RUNX3
8650	NUMB
867	CBL
8682	PEA15
8742	TNFSF12
8848	TSC22D1
8854	ALDH1A2
8864	PER2
8991	SELENBP1
8994	LIMD1
9021	SOCS3
9025	RNF8
9046	DOK2
9052	GPRC5A
90627	STARD13
9077	DIRAS3
9113	LATS1
91133	L3MBTL4
9148	NEURL1
91768	CABLES1
920	CD4
92304	SCGB3A1
92597	MOB1B
9314	KLF4
9318	COPS2
9353	SLIT2
9365	KL
9411	ARHGAP29
94241	TP53INP1
9429	ABCG2
9455	HOMER2
9462	RASAL2
9486	CHST10
9516	LITAF
9590	AKAP12
960	CD44
9770	RASSF2
9788	MTSS1
9821	RB1CC1
9891	NUAK1
9901	SRGAP3
9940	DLEC1
