GeneID	GeneSymbol
54556	ING3
54583	EGLN1
5465	PPARA
5468	PPARG
54756	IL17RD
54778	RNF111
54790	TET2
5494	PPM1A
55124	PIWIL2
5516	PPP2CB
55193	PBRM1
5522	PPP2R2C
5527	PPP2R5C
55294	FBXW7
5533	PPP3CC
55384	MEG3
55450	CAMK2N1
55591	VEZT
5562	PRKAA1
5563	PRKAA2
55717	WDR11
5573	PRKAR1A
5579	PRKCB
5581	PRKCE
55901	THSD1
55966	AJAP1
5601	MAPK9
5602	MAPK10
5629	PROX1
563	AZGP1
56475	RPRM
5654	HTRA1
56849	TCEAL7
56925	LXN
56940	DUSP22
56981	PRDM11
56999	ADAMTS9
57142	RTN4
5727	PTCH1
5728	PTEN
5729	PTGDR
57447	NDRG2
57491	AHRR
57509	MTUS1
57531	HACE1
57575	PCDH10
57599	WDR48
57659	ZBTB4
5770	PTPN1
57758	SCUBE2
5781	PTPN11
5783	PTPN13
57863	CADM3
5788	PTPRC
5789	PTPRD
58189	WFDC1
58508	KMT2C
5906	RAP1A
5915	RARB
5925	RB1
5934	RBL2
5947	RBP1
60401	EDA2R
6041	RNASEL
6050	RNH1
6091	ROBO1
6125	RPL5
6134	RPL10
6135	RPL11
6196	RPS6KA2
6297	SALL2
6387	CXCL12
639	PRDM1
6392	SDHD
64101	LRRC4
6416	MAP2K4
6422	SFRP1
6424	SFRP4
6425	SFRP5
64478	CSMD1
64651	CSRNP1
64753	CCDC136
6477	SIAH1
650	BMP2
65009	NDRG4
652	BMP4
657	BMPR1A
659	BMPR2
6595	SMARCA2
665	BNIP3L
6665	SOX15
6672	SP100
6678	SPARC
668	FOXL2
6711	SPTBN1
6764	ST5
6767	ST13
6776	STAT5A
678	ZFP36L2
6876	TAGLN
6925	TCF4
6934	TCF7L2
6997	TDGF1
7040	TGFB1
7044	LEFTY2
7048	TGFBR2
7049	TGFBR3
7056	THBD
7057	THBS1
7067	THRA
7068	THRB
7071	KLF10
7078	TIMP3
7128	TNFAIP3
7182	NR2C2
7248	TSC1
7270	TTF1
7403	KDM6A
7405	UVRAG
7431	VIM
7447	VSNL1
7474	WNT5A
7490	WT1
7538	ZFP36
7704	ZBTB16
7739	ZNF185
7791	ZYX
7799	PRDM2
7832	BTG2
7869	SEMA3B
7879	RAB7A
78986	DUSP26
79026	AHNAK
79365	BHLHE41
79633	FAT4
79648	MCPH1
79791	FBXO31
79798	ARMC5
79831	KDM8
79893	GGNBP2
80012	PHC3
80013	FAM188A
8013	NR4A3
80198	MUS81
8031	NCOA4
8065	CUL5
8100	IFT88
8313	AXIN2
83593	RASSF5
83595	SOX7
83719	YPEL3
83742	MARVELD1
83989	FAM172A
8404	SPARCL1
8405	SPOP
8406	SRPX
84260	TCHP
84289	ING5
8434	RECK
84417	C2orf40
84525	HOPX
84632	AFAP1L2
847	CAT
84707	BEX2
84872	ZC3H10
84897	TBRG1
84911	ZNF382
85480	TSLP
8554	PIAS1
8567	MADD
857	CAV1
8572	PDLIM4
8577	TMEFF1
863	CBFA2T3
8633	UNC5C
8643	PTCH2
8650	NUMB
8651	SOCS1
8665	EIF3F
867	CBL
8682	PEA15
8742	TNFSF12
8788	DLK1
8821	INPP4B
8848	TSC22D1
8854	ALDH1A2
8864	PER2
889	KRIT1
90249	UNC5A
9049	AIP
90627	STARD13
9076	CLDN1
9077	DIRAS3
90993	CREB3L1
9113	LATS1
91133	L3MBTL4
9148	NEURL1
91608	RASL10B
92304	SCGB3A1
92597	MOB1B
9314	KLF4
9318	COPS2
9353	SLIT2
9365	KL
94031	HTRA3
9411	ARHGAP29
9429	ABCG2
9462	RASAL2
9486	CHST10
9516	LITAF
9590	AKAP12
960	CD44
9667	SAFB2
9770	RASSF2
9781	RNF144A
9788	MTSS1
9821	RB1CC1
9891	NUAK1
9988	DMTF1
