GeneID	GeneSymbol
283349	RASSF3
283518	KCNRG
284406	ZFP82
285671	RNF180
2878	GPX3
28996	HIPK2
2903	GRIN2A
29072	SETD2
29117	BRD7
29119	CTNNA3
2934	GSN
29760	BLNK
2984	GUCY2C
29948	OSGIN1
29997	GLTSCR2
301	ANXA1
30845	EHD3
3094	HINT1
310	ANXA7
3164	NR4A1
3169	FOXA1
324	APC
3248	HPGD
3337	DNAJB1
339967	TMPRSS11A
3400	ID4
3417	IDH1
3479	IGF1
3488	IGFBP5
355	FAS
3579	CXCR2
3605	IL17A
3679	ITGA7
383	ARG1
387	RHOA
387496	RASL11A
388	RHOB
3880	KRT19
390	RND3
3977	LIFR
4013	VWA5A
4033	LRMP
4057	LTF
4089	SMAD4
4118	MAL
4144	MAT2A
4292	MLH1
43	ACHE
4303	FOXO4
445	ASS1
4477	MSMB
4495	MT1G
4499	MT1M
4601	MXI1
4616	GADD45B
4640	MYO1A
467	ATF3
4692	NDN
4771	NF2
4773	NFATC2
4824	NKX3-1
4826	NNAT
4853	NOTCH2
4856	NOV
4862	NPAS2
4916	NTRK3
4978	OPCML
49860	CRNN
5037	PEBP1
5048	PAFAH1B1
50486	G0S2
5071	PARK2
5100	PCDH8
5101	PCDH9
51100	SH3GLB1
51196	PLCE1
51201	ZDHHC2
51247	PAIP2
51364	ZMYND10
51473	DCDC2
51523	CXXC5
51684	SUFU
51696	HECA
51741	WWOX
5178	PEG3
51780	KDM3B
5241	PGR
5276	SERPINI2
5320	PLA2G2A
5325	PLAGL1
5333	PLCD1
53353	LRP1B
54556	ING3
54583	EGLN1
5465	PPARA
5468	PPARG
54756	IL17RD
54790	TET2
5494	PPM1A
55124	PIWIL2
5515	PPP2CA
5516	PPP2CB
55164	SHQ1
5519	PPP2R1B
55193	PBRM1
5524	PPP2R4
55259	CASC1
5527	PPP2R5C
55275	VPS53
55294	FBXW7
5533	PPP3CC
5563	PRKAA2
55654	TMEM127
55717	WDR11
5573	PRKAR1A
55743	CHFR
55799	CACNA2D3
5580	PRKCD
5581	PRKCE
5602	MAPK10
563	AZGP1
56475	RPRM
5653	KLK6
5655	KLK10
56849	TCEAL7
56925	LXN
56940	DUSP22
56998	CTNNBIP1
57107	PDSS2
57111	RAB25
5727	PTCH1
5728	PTEN
57447	NDRG2
57509	MTUS1
57531	HACE1
57575	PCDH10
57599	WDR48
57659	ZBTB4
57758	SCUBE2
57863	CADM3
58508	KMT2C
5906	RAP1A
5909	RAP1GAP
5915	RARB
5920	RARRES3
59269	HIVEP3
5934	RBL2
60401	EDA2R
6041	RNASEL
6050	RNH1
6091	ROBO1
6125	RPL5
6134	RPL10
6135	RPL11
6196	RPS6KA2
6297	SALL2
634	CEACAM1
6387	CXCL12
639	PRDM1
6390	SDHB
6392	SDHD
6405	SEMA3F
64101	LRRC4
6416	MAP2K4
6422	SFRP1
6425	SFRP5
64579	NDST4
64651	CSRNP1
652	BMP4
65268	WNK2
657	BMPR1A
659	BMPR2
6595	SMARCA2
65979	PHACTR4
6599	SMARCC1
6711	SPTBN1
6764	ST5
6767	ST13
6774	STAT3
678	ZFP36L2
688	KLF5
6924	TCEB3
6997	TDGF1
7044	LEFTY2
7048	TGFBR2
7049	TGFBR3
7053	TGM3
7056	THBD
7067	THRA
7068	THRB
7071	KLF10
7157	TP53
7182	NR2C2
7249	TSC2
7251	TSG101
7403	KDM6A
7428	VHL
7520	XRCC5
7538	ZFP36
7704	ZBTB16
7739	ZNF185
7799	PRDM2
7832	BTG2
78986	DUSP26
79026	AHNAK
79192	IRX1
79633	FAT4
79648	MCPH1
79791	FBXO31
79798	ARMC5
79961	DENND2D
80013	FAM188A
8013	NR4A3
8031	NCOA4
80319	CXXC4
8065	CUL5
8190	MIA
8313	AXIN2
8314	BAP1
83593	RASSF5
83595	SOX7
83719	YPEL3
83989	FAM172A
8404	SPARCL1
8406	SRPX
84152	PPP1R1B
84289	ING5
8431	NR0B2
8434	RECK
8437	RASAL1
84417	C2orf40
84525	HOPX
84651	SPINK7
847	CAT
84700	MYO18B
84707	BEX2
84816	RTN4IP1
84897	TBRG1
84911	ZNF382
84934	RITA1
85403	EAF1
85480	TSLP
8554	PIAS1
8567	MADD
863	CBFA2T3
8643	PTCH2
8665	EIF3F
8678	BECN1
8682	PEA15
8742	TNFSF12
8788	DLK1
8805	TRIM24
8848	TSC22D1
8854	ALDH1A2
8864	PER2
8870	IER3
8915	BCL10
892	CCNC
8991	SELENBP1
8994	LIMD1
9021	SOCS3
9025	RNF8
9077	DIRAS3
91133	L3MBTL4
9148	NEURL1
91768	CABLES1
92304	SCGB3A1
9255	AIMP1
92597	MOB1B
9314	KLF4
9318	COPS2
9353	SLIT2
9365	KL
9368	SLC9A3R1
9429	ABCG2
9455	HOMER2
9462	RASAL2
95	ACY1
9538	EI24
9590	AKAP12
9770	RASSF2
9901	SRGAP3
9940	DLEC1
