GeneID	GeneSymbol
8289	ARID1A
8313	AXIN2
8314	BAP1
835	CASP2
83595	SOX7
83937	RASSF4
83989	FAM172A
8404	SPARCL1
8405	SPOP
8406	SRPX
84260	TCHP
84289	ING5
8434	RECK
84417	C2orf40
84464	SLX4
8453	CUL2
84632	AFAP1L2
847	CAT
84707	BEX2
84816	RTN4IP1
84872	ZC3H10
84897	TBRG1
84911	ZNF382
85480	TSLP
8554	PIAS1
8567	MADD
857	CAV1
8577	TMEFF1
863	CBFA2T3
8633	UNC5C
8635	RNASET2
864	RUNX3
8643	PTCH2
8650	NUMB
8711	TNK1
8726	EED
8821	INPP4B
8841	HDAC3
8854	ALDH1A2
8864	PER2
889	KRIT1
8915	BCL10
892	CCNC
89884	LHX4
8991	SELENBP1
8994	LIMD1
9021	SOCS3
90249	UNC5A
9025	RNF8
90627	STARD13
9113	LATS1
91133	L3MBTL4
91768	CABLES1
92344	GORAB
9255	AIMP1
92597	MOB1B
9314	KLF4
9353	SLIT2
9368	SLC9A3R1
94031	HTRA3
9590	AKAP12
9656	MDC1
9667	SAFB2
9770	RASSF2
9821	RB1CC1
9937	DCLRE1A
9988	DMTF1
999	CDH1
