GeneID	GeneSymbol
4826	NNAT
4851	NOTCH1
4853	NOTCH2
4856	NOV
4862	NPAS2
4899	NRF1
4916	NTRK3
4921	DDR2
4928	NUP98
5048	PAFAH1B1
50486	G0S2
5071	PARK2
5080	PAX6
5098	PCDHGC3
5101	PCDH9
51100	SH3GLB1
51147	ING4
51196	PLCE1
51201	ZDHHC2
51247	PAIP2
51473	DCDC2
51474	LIMA1
5157	PDGFRL
51684	SUFU
51696	HECA
51720	UIMC1
51741	WWOX
5178	PEG3
51780	KDM3B
5196	PF4
5241	PGR
5268	SERPINB5
5310	PKD1
5320	PLA2G2A
5325	PLAGL1
5333	PLCD1
53353	LRP1B
5337	PLD1
5371	PML
5414	SEPT4
54206	ERRFI1
545	ATR
54556	ING3
54583	EGLN1
5465	PPARA
5468	PPARG
54756	IL17RD
54778	RNF111
54790	TET2
5494	PPM1A
54984	PINX1
55124	PIWIL2
5516	PPP2CB
5519	PPP2R1B
55193	PBRM1
5527	PPP2R5C
55275	VPS53
55294	FBXW7
5533	PPP3CC
55384	MEG3
55615	PRR5
5562	PRKAA1
5563	PRKAA2
55717	WDR11
5573	PRKAR1A
5579	PRKCB
55799	CACNA2D3
5581	PRKCE
55818	KDM3A
55901	THSD1
55966	AJAP1
5602	MAPK10
5625	PRODH
56287	GKN1
5629	PROX1
563	AZGP1
56475	RPRM
5653	KLK6
5654	HTRA1
5655	KLK10
56849	TCEAL7
56925	LXN
56940	DUSP22
56981	PRDM11
56998	CTNNBIP1
56999	ADAMTS9
57107	PDSS2
57142	RTN4
5727	PTCH1
5728	PTEN
5729	PTGDR
57447	NDRG2
57509	MTUS1
57531	HACE1
57575	PCDH10
57599	WDR48
57659	ZBTB4
57758	SCUBE2
5781	PTPN11
5783	PTPN13
57863	CADM3
51129	ANGPTL4
5796	PTPRK
58508	KMT2C
5906	RAP1A
5915	RARB
5925	RB1
59269	HIVEP3
5927	KDM5A
5932	RBBP8
5934	RBL2
60401	EDA2R
6041	RNASEL
60674	GAS5
6091	ROBO1
6117	RPA1
6125	RPL5
613	BCR
6134	RPL10
6135	RPL11
6196	RPS6KA2
6273	S100A2
6288	SAA1
6297	SALL2
63035	BCORL1
634	CEACAM1
6387	CXCL12
6392	SDHD
64101	LRRC4
6416	MAP2K4
6422	SFRP1
6424	SFRP4
6425	SFRP5
64478	CSMD1
644943	RASSF10
64651	CSRNP1
64682	ANAPC1
64753	CCDC136
6477	SIAH1
650	BMP2
65009	NDRG4
652	BMP4
65268	WNK2
657	BMPR1A
659	BMPR2
6595	SMARCA2
6648	SOD2
665	BNIP3L
6665	SOX15
6672	SP100
6711	SPTBN1
6764	ST5
6767	ST13
6774	STAT3
6776	STAT5A
678	ZFP36L2
6876	TAGLN
688	KLF5
6898	TAT
6910	TBX5
6924	TCEB3
6925	TCF4
6934	TCF7L2
6997	TDGF1
7044	LEFTY2
7048	TGFBR2
7049	TGFBR3
7056	THBD
7067	THRA
7068	THRB
7071	KLF10
7078	TIMP3
7128	TNFAIP3
7182	NR2C2
7248	TSC1
7270	TTF1
7290	HIRA
7403	KDM6A
7405	UVRAG
7431	VIM
7447	VSNL1
7474	WNT5A
7481	WNT11
7538	ZFP36
7704	ZBTB16
7739	ZNF185
7791	ZYX
7799	PRDM2
7832	BTG2
7869	SEMA3B
78986	DUSP26
79026	AHNAK
79192	IRX1
79365	BHLHE41
79633	FAT4
79648	MCPH1
79791	FBXO31
7980	TFPI2
79893	GGNBP2
80012	PHC3
80013	FAM188A
8013	NR4A3
8031	NCOA4
80319	CXXC4
8065	CUL5
81848	SPRY4
8190	MIA
8313	AXIN2
83595	SOX7
83719	YPEL3
83742	MARVELD1
83937	RASSF4
83989	FAM172A
8404	SPARCL1
8406	SRPX
84152	PPP1R1B
84289	ING5
8434	RECK
8437	RASAL1
84417	C2orf40
8454	CUL1
84632	AFAP1L2
847	CAT
84707	BEX2
84897	TBRG1
85480	TSLP
8554	PIAS1
857	CAV1
8572	PDLIM4
8626	TP63
863	CBFA2T3
8633	UNC5C
864	RUNX3
8643	PTCH2
8650	NUMB
8665	EIF3F
867	CBL
8682	PEA15
8742	TNFSF12
8788	DLK1
8795	TNFRSF10B
8797	TNFRSF10A
8821	INPP4B
8838	WISP3
8848	TSC22D1
8854	ALDH1A2
8856	NR1I2
8864	PER2
889	KRIT1
8915	BCL10
8991	SELENBP1
9021	SOCS3
9046	DOK2
90627	STARD13
9076	CLDN1
9077	DIRAS3
9113	LATS1
91133	L3MBTL4
91608	RASL10B
91768	CABLES1
92304	SCGB3A1
92597	MOB1B
9314	KLF4
9318	COPS2
9353	SLIT2
9365	KL
9411	ARHGAP29
9429	ABCG2
9462	RASAL2
9516	LITAF
9538	EI24
9547	CXCL14
9590	AKAP12
9770	RASSF2
9781	RNF144A
9821	RB1CC1
9891	NUAK1
9901	SRGAP3
9940	DLEC1
9988	DMTF1
