GeneID	GeneSymbol
4601	MXI1
4616	GADD45B
463	ZFHX3
4640	MYO1A
467	ATF3
4692	NDN
472	ATM
4734	NEDD4
4763	NF1
4773	NFATC2
4790	NFKB1
4804	NGFR
4814	NINJ1
4826	NNAT
4851	NOTCH1
4853	NOTCH2
4899	NRF1
4916	NTRK3
4920	ROR2
4921	DDR2
4978	OPCML
49860	CRNN
5047	PAEP
5048	PAFAH1B1
50486	G0S2
5071	PARK2
5080	PAX6
5101	PCDH9
51100	SH3GLB1
51177	PLEKHO1
51196	PLCE1
51201	ZDHHC2
51330	TNFRSF12A
51339	DACT1
51474	LIMA1
51696	HECA
51700	CYB5R2
51720	UIMC1
51741	WWOX
5178	PEG3
51780	KDM3B
5241	PGR
5268	SERPINB5
5310	PKD1
5316	PKNOX1
5325	PLAGL1
5333	PLCD1
53353	LRP1B
5337	PLD1
5414	SEPT4
54206	ERRFI1
54583	EGLN1
5465	PPARA
5468	PPARG
54739	XAF1
54756	IL17RD
54778	RNF111
54790	TET2
54904	WHSC1L1
55124	PIWIL2
5516	PPP2CB
55193	PBRM1
5522	PPP2R2C
55233	MOB1A
55259	CASC1
5527	PPP2R5C
55294	FBXW7
5533	PPP3CC
55384	MEG3
55544	RBM38
55654	TMEM127
55717	WDR11
5573	PRKAR1A
5579	PRKCB
55799	CACNA2D3
5581	PRKCE
55818	KDM3A
55840	EAF2
55901	THSD1
55966	AJAP1
5602	MAPK10
5625	PRODH
56287	GKN1
5629	PROX1
56475	RPRM
5653	KLK6
5654	HTRA1
5655	KLK10
56849	TCEAL7
56925	LXN
56981	PRDM11
56998	CTNNBIP1
56999	ADAMTS9
57142	RTN4
5727	PTCH1
5728	PTEN
5729	PTGDR
57447	NDRG2
57509	MTUS1
57531	HACE1
57575	PCDH10
57599	WDR48
57659	ZBTB4
57758	SCUBE2
57805	CCAR2
5781	PTPN11
57863	CADM3
51129	ANGPTL4
5788	PTPRC
5789	PTPRD
5796	PTPRK
580	BARD1
58189	WFDC1
58508	KMT2C
5906	RAP1A
5915	RARB
5925	RB1
5927	KDM5A
5931	RBBP7
5932	RBBP8
5933	RBL1
5934	RBL2
5947	RBP1
60401	EDA2R
6041	RNASEL
6050	RNH1
6091	ROBO1
6117	RPA1
6273	S100A2
6282	S100A11
6297	SALL2
63035	BCORL1
634	CEACAM1
6387	CXCL12
639	PRDM1
6392	SDHD
6405	SEMA3F
64101	LRRC4
6422	SFRP1
6423	SFRP2
6425	SFRP5
64478	CSMD1
644943	RASSF10
64651	CSRNP1
64682	ANAPC1
64753	CCDC136
64866	CDCP1
6498	SKIL
650	BMP2
65009	NDRG4
6502	SKP2
652	BMP4
657	BMPR1A
659	BMPR2
6595	SMARCA2
665	BNIP3L
6665	SOX15
6672	SP100
6678	SPARC
6711	SPTBN1
675	BRCA2
6764	ST5
6767	ST13
6774	STAT3
6776	STAT5A
678	ZFP36L2
6793	STK10
6850	SYK
6876	TAGLN
688	KLF5
6910	TBX5
6925	TCF4
6934	TCF7L2
6997	TDGF1
7020	TFAP2A
7040	TGFB1
7044	LEFTY2
7045	TGFBI
7048	TGFBR2
7049	TGFBR3
7056	THBD
7067	THRA
7071	KLF10
7078	TIMP3
7128	TNFAIP3
7158	TP53BP1
7161	TP73
7182	NR2C2
7270	TTF1
7345	UCHL1
7405	UVRAG
7421	VDR
7422	VEGFA
7431	VIM
7447	VSNL1
7474	WNT5A
7476	WNT7A
7520	XRCC5
7538	ZFP36
7545	ZIC1
7739	ZNF185
7791	ZYX
7799	PRDM2
7832	BTG2
7869	SEMA3B
78986	DUSP26
79026	AHNAK
79192	IRX1
79365	BHLHE41
79577	CDC73
79633	FAT4
79648	MCPH1
79728	PALB2
79791	FBXO31
7980	TFPI2
79893	GGNBP2
79961	DENND2D
80012	PHC3
80023	NRSN2
8013	NR4A3
8031	NCOA4
80319	CXXC4
8065	CUL5
822	CAPG
8313	AXIN2
83593	RASSF5
83595	SOX7
83742	MARVELD1
83937	RASSF4
83989	FAM172A
8404	SPARCL1
8405	SPOP
8406	SRPX
84260	TCHP
8431	NR0B2
8434	RECK
8437	RASAL1
84417	C2orf40
84525	HOPX
8453	CUL2
8454	CUL1
84632	AFAP1L2
84651	SPINK7
847	CAT
84707	BEX2
84816	RTN4IP1
84872	ZC3H10
84879	MFSD2A
85480	TSLP
8554	PIAS1
8567	MADD
857	CAV1
8572	PDLIM4
8577	TMEFF1
860	RUNX2
861	RUNX1
8626	TP63
8633	UNC5C
8650	NUMB
8651	SOCS1
867	CBL
8682	PEA15
8742	TNFSF12
8788	DLK1
8795	TNFRSF10B
8838	WISP3
8848	TSC22D1
8854	ALDH1A2
8856	NR1I2
8864	PER2
8870	IER3
889	KRIT1
8915	BCL10
8930	MBD4
8991	SELENBP1
9021	SOCS3
9025	RNF8
90627	STARD13
9076	CLDN1
9077	DIRAS3
9113	LATS1
91133	L3MBTL4
9148	NEURL1
91608	RASL10B
92304	SCGB3A1
92335	STRADA
92344	GORAB
9314	KLF4
9318	COPS2
9353	SLIT2
9365	KL
9429	ABCG2
9462	RASAL2
9590	AKAP12
960	CD44
9656	MDC1
9770	RASSF2
9788	MTSS1
9821	RB1CC1
9891	NUAK1
9901	SRGAP3
9940	DLEC1
